File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,186-16 Union Turnpike,,,QUEENS,11366,40.72869702,-73.78268885,,,,4072560101,4156125,24,408,Jamaica Estates-Holliswood,"(40.72869702, -73.78268885)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,115-10 Merrick Boulevard,,,QUEENS,11434,40.68965399,-73.77771422,,,,4123450034,4267371,27,412,St. Albans,"(40.68965399, -73.77771422)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,East Tremont Pharmacy,1065 East Tremont Avenue,,,BRONX,10460,40.84007593,-73.87919927,(718) 861-7461,,,2031390001,2013281,15,206,East Tremont,"(40.84007593, -73.87919927)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Boreum Drugs,194 Union Avenue,,,BROOKLYN,11211,40.7062066,-73.9503236,(718) 387-8288,,<p>Ask a staff member to check your blood pressure.</p>,3030580100,3325853,34,301,East Williamsburg,"(40.7062066, -73.9503236)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,2864 Broadway,,,MANHATTAN,11606,40.80504289,-73.96604197,(212) 316-5113,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.80504289, -73.96604197)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Manav II,449 West 125th Street,,,MANHATTAN,10027,40.81271092,-73.95567713,(212) 665-6007,,<p>Ask a staff member to check your blood pressure.</p>,1019660046,1059535,07,109,Morningside Heights,"(40.81271092, -73.95567713)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Jose Pharmacy & Surgical Supply,506 West 207th Street,,,MANHATTAN,10034,40.8645034,-73.9191087,(212) 304-0101,,<p>Ask a staff member to check your blood pressure.</p>,1022190019,1084341,10,112,Marble Hill-Inwood,"(40.8645034, -73.9191087)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Hamilton Pharmacy,3293 Broadway,,,MANHATTAN,10027,40.81857389,-73.95619708,(212) 281-0488,,<p>Ask a staff member to check your blood pressure.</p>,1019990036,1059940,07,109,Manhattanville,"(40.81857389, -73.95619708)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Raysol Pharmacy,1870 Lexington Avenue,,,MANHATTAN,10029,40.79851982,-73.94170166,,,,1016430056,1052263,08,111,East Harlem North,"(40.79851982, -73.94170166)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,21-25 Broadway,,,QUEENS,11106,40.76510228,-73.93146418,,,,4005540005,4006384,22,401,Astoria,"(40.76510228, -73.93146418)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Family Choice Pharmacy,13 Elizabeth Street,,,MANHATTAN,10013,40.7158405,-73.99742798,(212) 925-6088,,<p>Ask a staff member to check your blood pressure.</p>,1002017501,1002415,01,103,Chinatown,"(40.7158405, -73.99742798)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Gallery Drug,131 East 60th Street,,,MANHATTAN,10022,40.76304604,-73.96816803,(212) 838-6765,,<p>Ask a staff member to check your blood pressure.</p>,1013950017,1041920,04,108,Upper East Side-Carnegie Hill,"(40.76304604, -73.96816803)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Rushi Pharmacy,1026 East 163rd Street,,,BRONX,10459,40.59391852,-73.94064593,(718) 991-1400,,<p>Ask a staff member to check your blood pressure.</p>,2027230040,2005764,17,202,Hunts Point,"(40.59391852, -73.94064593)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Nu-Edge Pharmacy,7707 5th Avenue,,,BROOKLYN,11209,40.62782141,-74.02330485,(718) 748-4082,,<p>Ask a staff member to check your blood pressure.</p>,3059620008,3149886,43,310,Bay Ridge,"(40.62782141, -74.02330485)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Medicine Depot,86 Manhattan Avenue,,,BROOKLYN,11206,40.70528997,-73.94460398,(718) 963-3923,,<p>Ask a staff member to check your blood pressure.</p>,3030790002,3071331,34,301,East Williamsburg,"(40.70528997, -73.94460398)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Hollis Drugs & Surgicals,206-08 Hollis Avenue,,,QUEENS,11429,40.70735229,-73.75097856,(718) 464-1556,,<p>Ask a staff member to check your blood pressure.</p>,4109470024,4234385,27,413,Queens Village,"(40.70735229, -73.75097856)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Morami Pharmacy,144-73 Northern Boulevard,,,QUEENS,11409,40.76471717,-73.82293412,(718) 886-9100,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.76471717, -73.82293412)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Excel Drugs,42 Thomas S Boyland Street,,,BROOKLYN,11233,40.68382119,-73.91466671,(718) 453-1003,,<p>Ask a staff member to check your blood pressure.</p>,3015020040,3040422,41,316,Ocean Hill,"(40.68382119, -73.91466671)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,Grand Central Terminal,,,MANHATTAN,10017,40.75251382,-73.97730464,,,,1012800001,1035381,04,105,Turtle Bay-East Midtown,"(40.75251382, -73.97730464)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,260 Madison Avenue,,,MANHATTAN,11665,40.75070018,-73.98082785,(212) 448-0025,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75070018, -73.98082785)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,65-35 Woodhaven Boulevard,,,QUEENS,11374,40.71895781,-73.8642285,,,,4031380001,4073992,29,406,Rego Park,"(40.71895781, -73.8642285)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Rite Choice Pharmacy,39 East 170th Street,,,BRONX,10452,40.82101572,-73.89829282,(718) 293-9596,,<p>Ask a staff member to check your blood pressure.</p>,2028430065,2008099,16,204,West Concourse,"(40.82101572, -73.89829282)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,1498 York Avenue,,,MANHATTAN,11608,40.77155118,-73.95029633,(212) 879-8990,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.77155118, -73.95029633)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,1125 Bay Street,,,STATEN ISLAND,10305,40.61555134,-74.06720746,,,,5028270001,5151299,49,501,Stapleton-Rosebank,"(40.61555134, -74.06720746)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Gunhill Pharmacy,83 East Gunhill Road,,,BRONX,10467,40.88175249,-73.87972357,(718) 654-4305,,<p>Ask a staff member to check your blood pressure.</p>,2033280125,2017814,11,207,Norwood,"(40.88175249, -73.87972357)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,New Utrecht Pharmacy,4624 New Utrecht Avenue,,,BROOKLYN,11219,40.63887688,-73.99447278,(718) 436-9300,,,3056210013,3136913,44,312,Borough Park,"(40.63887688, -73.99447278)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Jacoff Pharmacy,839 Empire Boulevard,,,BROOKLYN,11213,40.66360796,-73.93446327,(718) 774-3311,,,3014230081,3038385,35,309,Crown Heights South,"(40.66360796, -73.93446327)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Metro Health Pharmacy,55-43 Myrtle Avenue,,,QUEENS,11385,40.7000041,-73.90723464,(347) 889-7086,,<p>Ask a staff member to check your blood pressure.</p>,4034510001,4082436,34,405,Ridgewood,"(40.7000041, -73.90723464)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1720 Kings Highway,,,BROOKLYN,11229,40.60964219,-73.95623025,,,,3067800022,3182466,48,315,Madison,"(40.60964219, -73.95623025)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,2456 Richmond Avenue,,,STATEN ISLAND,10314,40.58844468,-74.16791968,(718) 697-0422,,<p>Ask a staff member to check your blood pressure.</p>,5025200055,5041600,51,502,New Springville-Bloomfield-Travis,"(40.58844468, -74.16791968)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Local Rx Pharmacy,95-16 Queens Boulevard,,,QUEENS,11374,40.73065558,-73.86385098,(718) 275-5300,,<p>Ask a staff member to check your blood pressure.</p>,4030800012,4072067,29,406,Rego Park,"(40.73065558, -73.86385098)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,501 6th Avenue,,,MANHATTAN,10011,40.73648114,-73.99748492,,,,1006080039,1010619,03,102,West Village,"(40.73648114, -73.99748492)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Rock Drugs,88-18 Rockaway Beach Boulevard,,,QUEENS,11693,40.80488791,-73.93702553,(718) 945-4300,,<p>Ask a staff member to check your blood pressure.</p>,4161230095,4303498,32,414,Hammels-Arverne-Edgemere,"(40.80488791, -73.93702553)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Colombo's Pharmacy,75-51 Metropolitan Avenue,,,QUEENS,11395,40.71308616,-73.87581953,(718) 418-9700,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.71308616, -73.87581953)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,L & A Pharmacy,395 Avenue X,,,BROOKLYN,11223,40.59076477,-73.96824327,(718) 339-3131,,<p>Ask a staff member to check your blood pressure.</p>,3071780046,3194680,47,315,Homecrest,"(40.59076477, -73.96824327)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Nate Pharmacy,307 Sand Lane,,,STATEN ISLAND,10305,40.59223938,-74.06802286,(718) 556-3330,,<p>Ask a staff member to check your blood pressure.</p>,5031220042,5159274,50,502,Grasmere-Arrochar-Ft. Wadsworth,"(40.59223938, -74.06802286)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,7009 13th Avenue,,,BROOKLYN,11228,40.62301757,-74.00458931,,,,3061670001,3157053,43,310,Dyker Heights,"(40.62301757, -74.00458931)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,700 Columbus Avenue,,,MANHATTAN,11598,40.79169584,-73.96838179,(212) 864-4189,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.79169584, -73.96838179)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,7th Avenue Chemist,679 60th Street,,,BROOKLYN,11220,40.63721301,-74.0123981,(718) 439-0998,,<p>Ask a staff member to check your blood pressure.</p>,3008650051,3016355,38,307,Sunset Park East,"(40.63721301, -74.0123981)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,1070 Flatbush Avenue,,,BROOKLYN,11226,40.64450435,-73.95798019,,,,3051520012,3118557,40,314,Flatbush,"(40.64450435, -73.95798019)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,950 Southern Boulevard,,,BRONX,10459,40.82191547,-73.89170839,,,,2027420022,2120371,17,202,Hunts Point,"(40.82191547, -73.89170839)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,57-11 Myrtle Avenue,,,QUEENS,11385,40.70043995,-73.90322001,(718) 456-2602,,<p>Ask a staff member to check your blood pressure.</p>,4034660065,4082876,34,405,Ridgewood,"(40.70043995, -73.90322001)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,ASFC,2754 Pitkin Avenue,,,BROOKLYN,11208,40.67559214,-73.87050354,(718) 277-7707,,<p>Ask a staff member to check your blood pressure.</p>,3042340017,3095110,42,305,East New York,"(40.67559214, -73.87050354)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,4 Columbus Circle,,,MANHATTAN,11620,40.7675588,-73.98279772,(212) 265-2302,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7675588, -73.98279772)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CPW Pharmacy,121-16 Liberty Avenue,,,QUEENS,11419,40.68703604,-73.82206668,(718) 322-4900,,,4095750008,4204354,28,410,South Ozone Park,"(40.68703604, -73.82206668)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Kashmir Drug Mart,1172 Coney Island Avenue,,,BROOKLYN,11230,40.62902918,-73.96599497,(718) 859-6100,,<p>Ask a staff member to check your blood pressure.</p>,3065130012,3170579,45,314,Midwood,"(40.62902918, -73.96599497)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Century Pharmacy,159 East Broadway,,,MANHATTAN,11543,40.71402034,-73.99042283,(212) 227-7262,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.71402034, -73.99042283)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,162-19 Hillside Avenue,,,QUEENS,11432,40.70851867,-73.79996716,,,,4097710031,4209093,24,408,Jamaica,"(40.70851867, -73.79996716)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Knickerbocker Chemists,360 Knickerbocker Avenue,,,BROOKLYN,11237,40.70072582,-73.9217534,(718) 483-9102,,<p>Ask a staff member to check your blood pressure.</p>,3032460034,3073841,37,304,Bushwick North,"(40.70072582, -73.9217534)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Parkchester Pharmacy,1663 Metropolitan Avenue,,,BRONX,10462,40.84045761,-73.85555871,(718) 931-6699,,<p>Ask a staff member to check your blood pressure.</p>,2039447501,2096763,18,209,Parkchester,"(40.84045761, -73.85555871)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,873 Broadway,,,MANHATTAN,11625,40.73789429,-73.99010905,(917) 534-1351,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.73789429, -73.99010905)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Georgetown Pharmacy,134-07 Liberty Avenue,,,QUEENS,11419,40.69145096,-73.81255664,(718) 206-0716,,<p>Ask a staff member to check your blood pressure.</p>,4095020043,4201234,28,409,Richmond Hill,"(40.69145096, -73.81255664)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,78-14 Linden Boulevard,,,QUEENS,11414,40.67027868,-73.85701734,,,,4113840001,4245804,32,410,Lindenwood-Howard Beach,"(40.67027868, -73.85701734)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1419 Newkirk Avenue,,,BROOKLYN,11226,40.6352153,-73.96398136,,,,3052000027,3328270,40,314,Flatbush,"(40.6352153, -73.96398136)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Broadway Pharmacy,3621 Broadway,,,MANHATTAN,11536,40.82906661,-73.94853318,(212) 926-9800,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.82906661, -73.94853318)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,28-58 Steinway Street,,,QUEENS,11103,40.76518106,-73.91394837,(718) 278-1402,,<p>Ask a staff member to check your blood pressure.</p>,4006620041,4010768,22,401,Astoria,"(40.76518106, -73.91394837)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Fine Care Pharmacy,380 Knickerbocker Avenue,,,BROOKLYN,11237,40.70035208,-73.92109385,,,,3032570033,3074152,37,304,Bushwick North,"(40.70035208, -73.92109385)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,107-16 71st Avenue,,,QUEENS,11375,40.7205385,-73.8445351,(718) 793-2905,,<p>Ask a staff member to check your blood pressure.</p>,4032560038,4454211,29,406,Forest Hills,"(40.7205385, -73.8445351)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1950 Fulton Street,,,BROOKLYN,11233,40.67880257,-73.920676,,,,3015480001,3401262,41,303,Ocean Hill,"(40.67880257, -73.920676)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Rx Center,2325 First Avenue,,,MANHATTAN,10035,40.82096621,-73.89216518,(212) 289-8839,,<p>Ask a staff member to check your blood pressure.</p>,1017960024,1054752,08,111,East Harlem North,"(40.82096621, -73.89216518)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Friscia Pharmacy,1505 Mermaid Avenue,,,BROOKLYN,11224,40.57683808,-73.98284343,(718) 373-9600,,<p>Ask a staff member to check your blood pressure.</p>,3070220046,3189096,47,313,Seagate-Coney Island,"(40.57683808, -73.98284343)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Canalberry Pharmacy,82 Mulberry Street,,,MANHATTAN,11538,40.71643888,-73.99898273,(212) 619-6190,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.71643888, -73.99898273)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,2045 Forest Avenue,,,STATEN ISLAND,10303,40.62615657,-74.15740929,,,,5012230001,5157629,49,501,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"(40.62615657, -74.15740929)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,3155 Amboy Road,,,STATEN ISLAND,10306,40.56438162,-74.13187861,(718) 351-7746,,<p>Ask a staff member to check your blood pressure.</p>,5044720001,5107641,51,503,Great Kills,"(40.56438162, -74.13187861)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,408 Grand Street,,,MANHATTAN,10002,40.71591659,-73.98658797,,,,1003410058,1083423,01,103,Lower East Side,"(40.71591659, -73.98658797)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Bed-Stuy Pharmacy,1458 Fulton Street,,,BROOKLYN,11216,40.67998756,-73.94240056,(718) 221-4860,,<p>Ask a staff member to check your blood pressure.</p>,3018630025,3053804,36,303,Crown Heights North,"(40.67998756, -73.94240056)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Howard Beach Apothecary,158-40 Cross Bay Boulevard,,,QUEENS,11450,40.66011163,-73.84011703,(718) 738-4343,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.66011163, -73.84011703)"
